Frequencies,Input,Output
3700,2.41,2.29
3700,2.42,2.28
3700,2.36,2.37
3700,2.33,2.39
3700,2.30,2.40
3700,2.29,2.42
3700,2.27,2.44
3700,2.25,2.44
3700,2.32,2.34
3700,2.35,2.33
3700,2.38,2.32
3700,2.40,2.30
3700,2.42,2.28
3700,2.43,2.28
3700,2.36,2.39
3700,2.32,2.41
3700,2.29,2.42
3700,2.27,2.44
3700,2.26,2.44
3700,2.33,2.35
3700,2.36,2.34
3700,2.38,2.32
3700,2.40,2.31
3700,2.42,2.29
3700,2.43,2.28
3700,2.36,2.39
3700,2.32,2.40
3700,2.29,2.42
3700,2.27,2.43
3700,2.25,2.44
3700,2.32,2.35
3700,2.35,2.34
3700,2.38,2.32
3700,2.39,2.30
3700,2.41,2.29
3700,2.42,2.27
3700,2.36,2.39
3700,2.32,2.39
3700,2.30,2.41
3700,2.27,2.44
3700,2.26,2.44
3700,2.32,2.46
3700,2.35,2.34
3700,2.38,2.32
3700,2.39,2.30
3700,2.41,2.29
3700,2.43,2.28
3700,2.36,2.37
3700,2.33,2.40
3700,2.30,2.41
3700,2.28,2.42
3700,2.26,2.44
3700,2.26,2.46
3700,2.33,2.35
3700,2.36,2.32
3700,2.39,2.31
3700,2.40,2.30
3700,2.42,2.27
3700,2.36,2.39
3700,2.32,2.39
3700,2.30,2.40
3700,2.28,2.42
3700,2.26,2.43
3700,2.26,2.45
3700,2.33,2.35
3700,2.36,2.33
3700,2.38,2.31
3700,2.40,2.30
3700,2.42,2.29
3700,2.35,2.37
3700,2.33,2.39
3700,2.30,2.40
3700,2.28,2.42
3700,2.27,2.43
3700,2.26,2.45
3700,2.33,2.35
3700,2.36,2.33
3700,2.39,2.32
3700,2.41,2.30
3700,2.43,2.29
3700,2.42,2.27
3700,2.36,2.39
3700,2.32,2.40
3700,2.29,2.42
3700,2.27,2.42
3700,2.25,2.45
3700,2.32,2.35
3700,2.35,2.33
3700,2.38,2.32
3700,2.40,2.31
3700,2.42,2.29
3700,2.42,2.28
3700,2.35,2.38
3700,2.32,2.40
3700,2.29,2.41
3700,2.27,2.43
3700,2.26,2.43
3700,2.32,2.34
3700,2.35,2.34
3700,2.38,2.32
3700,2.39,2.31
3700,2.42,2.29
3700,2.43,2.28
3700,2.36,2.38
3700,2.33,2.40
3700,2.30,2.41
3700,2.28,2.43
3700,2.27,2.45
3700,2.33,2.46
3700,2.35,2.34
3700,2.38,2.33
3700,2.40,2.31
3700,2.41,2.29
3700,2.43,2.27
3700,2.36,2.37
3700,2.32,2.39
3700,2.30,2.41
3700,2.28,2.42
3700,2.26,2.43
3700,2.25,2.45
3700,2.32,2.34
3700,2.36,2.32
3700,2.39,2.31
3700,2.40,2.29
3700,2.42,2.27
3700,2.36,2.39
3700,2.33,2.39
3700,2.30,2.41
3700,2.28,2.42
3700,2.27,2.44
3700,2.26,2.45
3700,2.33,2.36
3700,2.36,2.33
3700,2.39,2.31
3700,2.40,2.29
3700,2.42,2.29
3700,2.36,2.37
3700,2.33,2.39
3700,2.31,2.40
3700,2.29,2.42
3700,2.27,2.44
3700,2.25,2.45
3700,2.32,2.35
3700,2.35,2.33
3700,2.38,2.32
3700,2.40,2.30
3700,2.42,2.29
3700,2.42,2.26
3700,2.35,2.39
3700,2.32,2.40
3700,2.29,2.41
3700,2.27,2.43
3700,2.25,2.44
3700,2.32,2.35
3700,2.35,2.34
3700,2.38,2.31
3700,2.40,2.30
3700,2.42,2.28
3700,2.43,2.28
3700,2.36,2.39
3700,2.32,2.40
3700,2.30,2.42
3700,2.28,2.44
3700,2.26,2.44
3700,2.33,2.34
3700,2.35,2.33
3700,2.38,2.33
3700,2.40,2.30
3700,2.41,2.29
3700,2.42,2.27
3700,2.36,2.38
3700,2.32,2.39
3700,2.30,2.40
3700,2.27,2.43
3700,2.25,2.45
3700,2.32,2.46
3700,2.35,2.34
3700,2.38,2.32
3700,2.40,2.31
3700,2.41,2.29
3700,2.42,2.27
3700,2.35,2.37
3700,2.33,2.40
3700,2.29,2.41
3700,2.28,2.42
3700,2.26,2.44
3700,2.25,2.45
3700,2.33,2.34
3700,2.36,2.34
3700,2.39,2.31
3700,2.41,2.30
3700,2.43,2.28
3700,2.36,2.39
3700,2.32,2.39
3700,2.30,2.41
3700,2.28,2.42
3700,2.26,2.43
3700,2.26,2.45
3700,2.32,2.35
3700,2.35,2.33
3700,2.38,2.30
3700,2.40,2.30
3700,2.42,2.29
3700,2.35,2.37
3700,2.32,2.39
3700,2.30,2.39
3700,2.28,2.41
3700,2.27,2.44
3700,2.25,2.45
3700,2.32,2.35
3700,2.35,2.33
3700,2.38,2.33
3700,2.40,2.30
3700,2.42,2.29
3700,2.42,2.27
3700,2.36,2.39
3700,2.32,2.40
3700,2.29,2.42
3700,2.27,2.44
3700,2.25,2.45
3700,2.32,2.35
3700,2.35,2.33
3700,2.38,2.31
3700,2.40,2.31
3700,2.42,2.28
3700,2.42,2.27
3700,2.36,2.38
3700,2.32,2.39
3700,2.30,2.42
3700,2.27,2.42
3700,2.26,2.44
3700,2.32,2.35
3700,2.35,2.34
3700,2.38,2.32
3700,2.39,2.30
3700,2.41,2.29
3700,2.42,2.28
3700,2.36,2.39
3700,2.32,2.40
3700,2.30,2.42
3700,2.28,2.44
3700,2.26,2.44
3700,2.33,2.46
3700,2.35,2.34
3700,2.38,2.33
3700,2.39,2.31
3700,2.41,2.29
3700,2.42,2.28
3700,2.36,2.38
3700,2.32,2.40
3700,2.30,2.41
3700,2.27,2.42
3700,2.26,2.44
3700,2.25,2.45
3700,2.32,2.34
3700,2.36,2.32
3700,2.39,2.31
3700,2.40,2.29
3700,2.42,2.28
3700,2.36,2.39
3700,2.32,2.39
3700,2.30,2.40
3700,2.28,2.42
3700,2.27,2.44
3700,2.26,2.45
3700,2.32,2.35
3700,2.36,2.33
3700,2.39,2.32
3700,2.40,2.30
3700,2.42,2.29
3700,2.36,2.37
3700,2.33,2.39
3700,2.31,2.40
3700,2.29,2.43
3700,2.27,2.44
3700,2.26,2.45
3700,2.33,2.35
3700,2.36,2.34
3700,2.38,2.31
3700,2.40,2.29
3700,2.41,2.29
3700,2.42,2.28
3700,2.36,2.39
3700,2.32,2.39
3700,2.29,2.42
3700,2.27,2.44
3700,2.25,2.44
3700,2.32,2.35
3700,2.35,2.34
3700,2.38,2.31
3700,2.39,2.31
3700,2.42,2.29
3700,2.42,2.27
3700,2.35,2.38
3700,2.32,2.40
3700,2.30,2.42
3700,2.28,2.43
3700,2.26,2.44
3700,2.33,2.35
3700,2.35,2.34
3700,2.38,2.32
3700,2.40,2.31
3700,2.41,2.29
3700,2.42,2.27
3700,2.36,2.38
3700,2.32,2.40
3700,2.30,2.42
3700,2.27,2.43
3700,2.26,2.44
3700,2.32,2.46
3700,2.35,2.34
3700,2.38,2.32
3700,2.39,2.31
3700,2.41,2.29
3700,2.42,2.28
3700,2.35,2.37
3700,2.33,2.40
3700,2.30,2.41
3700,2.28,2.42
3700,2.26,2.44
3700,2.25,2.45
3700,2.33,2.34
3700,2.36,2.33
3700,2.39,2.31
3700,2.41,2.29
3700,2.42,2.29
3700,2.36,2.39
3700,2.33,2.39
3700,2.30,2.40
3700,2.28,2.42
3700,2.26,2.44
3700,2.26,2.46
3700,2.33,2.35
3700,2.36,2.33
3700,2.39,2.31
3700,2.40,2.29
3700,2.41,2.29
3700,2.35,2.37
3700,2.33,2.39
3700,2.31,2.41
3700,2.28,2.42
3700,2.27,2.43
3700,2.25,2.45
3700,2.33,2.35
3700,2.36,2.33
3700,2.38,2.32
3700,2.40,2.30
3700,2.42,2.29
3700,2.42,2.27
3700,2.36,2.39
3700,2.32,2.41
3700,2.29,2.42
3700,2.28,2.44
3700,2.26,2.45
3700,2.33,2.35
3700,2.36,2.34
3700,2.38,2.31
3700,2.40,2.30
3700,2.42,2.29
3700,2.42,2.27
3700,2.36,2.39
3700,2.32,2.40
3700,2.30,2.41
3700,2.27,2.42
3700,2.26,2.44
3700,2.32,2.34
3700,2.35,2.34
3700,2.38,2.31
3700,2.40,2.31
3700,2.41,2.28
3700,2.42,2.27
3700,2.36,2.39
3700,2.33,2.39
3700,2.30,2.41
3700,2.28,2.44
3700,2.26,2.44
3700,2.32,2.46
3700,2.35,2.34
3700,2.38,2.33
3700,2.40,2.31
3700,2.41,2.29
3700,2.43,2.28
3700,2.36,2.37
3700,2.33,2.40
3700,2.30,2.41
3700,2.28,2.42
3700,2.26,2.44
3700,2.25,2.46
3700,2.33,2.34
3700,2.36,2.32
3700,2.39,2.31
3700,2.41,2.30
3700,2.42,2.27
3700,2.35,2.39
3700,2.33,2.39
3700,2.30,2.41
3700,2.28,2.42
3700,2.27,2.44
3700,2.26,2.45
3700,2.33,2.35
3700,2.36,2.32
3700,2.39,2.32
3700,2.40,2.30
3700,2.42,2.28
3700,2.35,2.37
3700,2.33,2.39
3700,2.31,2.41
3700,2.29,2.42
3700,2.27,2.44
3700,2.26,2.45
3700,2.33,2.36
3700,2.36,2.33
3700,2.38,2.32
3700,2.40,2.30
3700,2.42,2.28
3700,2.42,2.27
3700,2.36,2.39
3700,2.32,2.40
3700,2.29,2.42
3700,2.27,2.43
3700,2.26,2.45
3700,2.32,2.35
3700,2.35,2.33
3700,2.38,2.31
3700,2.40,2.31
3700,2.41,2.29
3700,2.42,2.28
3700,2.35,2.38
3700,2.32,2.40
3700,2.30,2.42
3700,2.28,2.42
3700,2.26,2.44
3700,2.32,2.35
3700,2.36,2.34
3700,2.38,2.32
3700,2.40,2.30
3700,2.41,2.29
3700,2.42,2.28
3700,2.36,2.38
3700,2.32,2.40
3700,2.30,2.41
3700,2.28,2.44
3700,2.26,2.45
3700,2.33,2.46
3700,2.35,2.34
3700,2.37,2.32
3700,2.39,2.31
3700,2.41,2.28
3700,2.42,2.27
3700,2.36,2.37
3700,2.33,2.40
3700,2.30,2.41
3700,2.27,2.42
3700,2.26,2.44
3700,2.25,2.46
3700,2.32,2.34
3700,2.36,2.33
3700,2.39,2.30
3700,2.40,2.30
3700,2.42,2.29
3700,2.36,2.39
3700,2.33,2.39
3700,2.31,2.41
3700,2.28,2.42
3700,2.27,2.44
3700,2.26,2.45
3700,2.33,2.35
3700,2.36,2.33
3700,2.39,2.31
3700,2.40,2.29
3700,2.42,2.29
3700,2.36,2.38
3700,2.33,2.39
3700,2.30,2.40
3700,2.28,2.42
3700,2.27,2.44
3700,2.25,2.45
3700,2.32,2.34
3700,2.35,2.33
3700,2.39,2.32
3700,2.40,2.30
3700,2.42,2.29
3700,2.42,2.27
3700,2.36,2.39
3700,2.32,2.40
3700,2.29,2.42
3700,2.27,2.43
3700,2.26,2.45
3700,2.33,2.34
3700,2.36,2.34
3700,2.38,2.32
3700,2.40,2.31
3700,2.41,2.29
3700,2.42,2.27
3700,2.36,2.38
3700,2.32,2.39
3700,2.29,2.42
3700,2.28,2.43
3700,2.26,2.44
3700,2.32,2.35
3700,2.35,2.34
3700,2.38,2.32
3700,2.39,2.31
3700,2.41,2.29
3700,2.42,2.27
3700,2.36,2.39
3700,2.32,2.39
3700,2.29,2.41
3700,2.27,2.44
3700,2.26,2.43
3700,2.32,2.46
3700,2.35,2.33
3700,2.38,2.33
3700,2.39,2.31
3700,2.41,2.29
3700,2.42,2.27
3700,2.36,2.38
3700,2.33,2.39
3700,2.30,2.42
3700,2.28,2.42
3700,2.26,2.44
3700,2.25,2.45
3700,2.32,2.35
3700,2.36,2.33
3700,2.39,2.31
3700,2.41,2.30
3700,2.42,2.28
3700,2.35,2.38
3700,2.33,2.39
3700,2.31,2.41
3700,2.28,2.41
3700,2.26,2.44
3700,2.26,2.45
3700,2.33,2.34
3700,2.36,2.33
3700,2.38,2.31
3700,2.40,2.29
3700,2.42,2.29
3700,2.36,2.37
3700,2.32,2.39
3700,2.30,2.40
3700,2.29,2.42
3700,2.27,2.44
3700,2.26,2.45
3700,2.33,2.35
3700,2.36,2.34
3700,2.38,2.32
3700,2.40,2.30
3700,2.42,2.29
3700,2.42,2.28
3700,2.36,2.39
3700,2.32,2.40
3700,2.29,2.42
3700,2.27,2.43
3700,2.26,2.45
3700,2.32,2.35
3700,2.35,2.34
3700,2.38,2.32
3700,2.40,2.31
3700,2.42,2.29
3700,2.42,2.27
3700,2.35,2.38
3700,2.32,2.40
3700,2.30,2.42
3700,2.27,2.43
3700,2.26,2.43
3700,2.32,2.35
3700,2.35,2.34
3700,2.38,2.32
3700,2.39,2.31
3700,2.41,2.29
3700,2.42,2.28
3700,2.36,2.39
3700,2.33,2.40
3700,2.30,2.41
3700,2.28,2.43
3700,2.26,2.44
3700,2.32,2.46
3700,2.35,2.34
3700,2.38,2.32
3700,2.40,2.31
3700,2.41,2.29
3700,2.43,2.28
3700,2.35,2.37
3700,2.32,2.39
3700,2.30,2.41
3700,2.28,2.42
3700,2.26,2.43
3700,2.25,2.46
3700,2.32,2.34
3700,2.36,2.33
3700,2.39,2.31
3700,2.40,2.30
3700,2.42,2.27
3700,2.35,2.38
3700,2.33,2.39
3700,2.30,2.41
3700,2.28,2.42
3700,2.27,2.44
3700,2.26,2.45
3700,2.33,2.35
3700,2.36,2.33
3700,2.39,2.32
3700,2.40,2.30
3700,2.42,2.29
3700,2.35,2.37
3700,2.33,2.39
3700,2.30,2.40
3700,2.28,2.42
3700,2.27,2.44
3700,2.25,2.44
3700,2.32,2.34
3700,2.35,2.34
3700,2.38,2.31
3700,2.40,2.29
3700,2.42,2.28
3700,2.42,2.27
3700,2.36,2.39
3700,2.32,2.39
3700,2.29,2.41
3700,2.27,2.42
3700,2.26,2.44
3700,2.33,2.35
3700,2.35,2.33
3700,2.38,2.32
3700,2.40,2.31
3700,2.42,2.29
3700,2.43,2.28
3700,2.36,2.38
3700,2.32,2.40
3700,2.30,2.42
3700,2.28,2.43
3700,2.26,2.44
3700,2.32,2.35
3700,2.35,2.34
3700,2.38,2.32
3700,2.40,2.30
3700,2.41,2.29
3700,2.42,2.28
3700,2.36,2.38
3700,2.33,2.40
3700,2.29,2.40
3700,2.27,2.44
3700,2.26,2.44
3700,2.32,2.46
3700,2.35,2.33
3700,2.37,2.32
3700,2.39,2.30
3700,2.41,2.29
3700,2.42,2.27
3700,2.36,2.37
3700,2.33,2.40
3700,2.30,2.41
3700,2.28,2.42
3700,2.26,2.44
3700,2.26,2.46
3700,2.33,2.34
3700,2.36,2.33
3700,2.39,2.31
3700,2.40,2.29
3700,2.42,2.28
3700,2.36,2.39
3700,2.33,2.39
3700,2.31,2.41
3700,2.28,2.42
3700,2.27,2.43
3700,2.25,2.45
3700,2.33,2.35
3700,2.36,2.33
3700,2.38,2.31
3700,2.40,2.30
3700,2.42,2.29
3700,2.35,2.37
3700,2.33,2.39
3700,2.31,2.40
3700,2.28,2.42
3700,2.27,2.43
3700,2.26,2.45
3700,2.33,2.35
3700,2.36,2.33
3700,2.39,2.32
3700,2.40,2.29
3700,2.42,2.29
3700,2.43,2.28
3700,2.36,2.39
3700,2.32,2.40
3700,2.29,2.42
3700,2.27,2.43
3700,2.26,2.45
3700,2.33,2.34
3700,2.35,2.33
3700,2.38,2.32
3700,2.40,2.31
3700,2.42,2.29
3700,2.42,2.27
3700,2.35,2.38
3700,2.32,2.40
3700,2.29,2.41
3700,2.27,2.43
3700,2.26,2.44
3700,2.32,2.35
3700,2.35,2.34
3700,2.38,2.32
3700,2.40,2.31
3700,2.41,2.29
3700,2.42,2.28
3700,2.36,2.38
3700,2.32,2.39
3700,2.30,2.41
3700,2.28,2.43
3700,2.26,2.44
3700,2.33,2.47
3700,2.36,2.33
3700,2.38,2.32
3700,2.40,2.31
3700,2.41,2.29
3700,2.42,2.27
3700,2.36,2.37
3700,2.33,2.39
3700,2.30,2.41
3700,2.28,2.42
3700,2.26,2.44
3700,2.25,2.45
3700,2.32,2.34
3700,2.36,2.33
3700,2.39,2.30
3700,2.40,2.30
3700,2.42,2.27
3700,2.35,2.39
3700,2.33,2.39
3700,2.30,2.41
3700,2.28,2.42
3700,2.26,2.44
3700,2.26,2.45
3700,2.33,2.35
3700,2.36,2.33
3700,2.39,2.32
3700,2.40,2.30
3700,2.42,2.29
3700,2.36,2.37
3700,2.33,2.39
3700,2.30,2.40
3700,2.28,2.42
3700,2.27,2.44
3700,2.25,2.45
3700,2.32,2.35
3700,2.36,2.33
3700,2.39,2.32
3700,2.40,2.30
3700,2.42,2.28
3700,2.42,2.26
3700,2.36,2.39
3700,2.32,2.40
3700,2.29,2.42
3700,2.27,2.44
3700,2.26,2.45
3700,2.32,2.35
3700,2.36,2.33
3700,2.38,2.31
3700,2.40,2.30
3700,2.41,2.28
3700,2.42,2.27
3700,2.35,2.38
3700,2.32,2.41
3700,2.30,2.42
3700,2.28,2.43
3700,2.26,2.44
3700,2.33,2.36
3700,2.36,2.34
3700,2.38,2.32
3700,2.40,2.31
3700,2.41,2.28
3700,2.42,2.27
3700,2.36,2.39
3700,2.32,2.40
3700,2.30,2.42
3700,2.28,2.44
3700,2.26,2.44
3700,2.32,2.46
3700,2.35,2.33
3700,2.38,2.33
3700,2.39,2.30
3700,2.41,2.29
3700,2.42,2.27
3700,2.36,2.37
3700,2.32,2.39
3700,2.30,2.40
3700,2.28,2.42
3700,2.26,2.44
3700,2.25,2.45
3700,2.32,2.35
3700,2.36,2.33
3700,2.39,2.32
3700,2.41,2.30
3700,2.42,2.28
3700,2.36,2.38
3700,2.33,2.39
3700,2.31,2.41
3700,2.28,2.42
3700,2.27,2.44
3700,2.26,2.45
3700,2.33,2.35
3700,2.36,2.33
3700,2.39,2.31
3700,2.40,2.30
3700,2.42,2.29
3700,2.36,2.37
3700,2.33,2.39
3700,2.30,2.40
3700,2.29,2.42
3700,2.27,2.43
3700,2.25,2.45
3700,2.32,2.35
3700,2.36,2.34
3700,2.38,2.31
3700,2.40,2.30
3700,2.42,2.28
3700,2.43,2.27
3700,2.36,2.39
3700,2.32,2.40
3700,2.29,2.42
3700,2.28,2.44
3700,2.26,2.45
3700,2.33,2.35
3700,2.36,2.34
3700,2.38,2.31
3700,2.40,2.31
3700,2.42,2.29
3700,2.42,2.27
3700,2.36,2.38
3700,2.32,2.40
3700,2.29,2.42
3700,2.27,2.43
3700,2.26,2.44
3700,2.32,2.34
3700,2.35,2.34
3700,2.38,2.32
3700,2.39,2.30
3700,2.41,2.29
3700,2.42,2.28
3700,2.36,2.38
3700,2.32,2.39
3700,2.30,2.41
3700,2.27,2.43
3700,2.26,2.44
3700,2.33,2.46
3700,2.36,2.34
3700,2.38,2.33
3700,2.40,2.31
3700,2.41,2.30
3700,2.43,2.29
3700,2.36,2.37
3700,2.33,2.39
3700,2.30,2.41
3700,2.28,2.42
3700,2.26,2.43
3700,2.26,2.46
3700,2.33,2.34
3700,2.36,2.32
3700,2.39,2.31
3700,2.40,2.29
3700,2.42,2.28
3700,2.35,2.38
3700,2.32,2.39
3700,2.30,2.40
3700,2.28,2.42
3700,2.27,2.44
3700,2.26,2.45
3700,2.33,2.35
3700,2.36,2.32
3700,2.38,2.31
3700,2.40,2.30
3700,2.42,2.28
3700,2.35,2.37
3700,2.33,2.39
3700,2.31,2.41
3700,2.29,2.42
3700,2.27,2.44
3700,2.26,2.45
3700,2.33,2.35
3700,2.36,2.34
3700,2.39,2.32
3700,2.40,2.30
3700,2.42,2.29
3700,2.42,2.27
3700,2.36,2.39
3700,2.32,2.40
3700,2.29,2.42
3700,2.27,2.42
3700,2.26,2.45
3700,2.32,2.34
3700,2.36,2.33
3700,2.38,2.31
3700,2.40,2.30
3700,2.41,2.28
3700,2.42,2.27
3700,2.35,2.38
3700,2.32,2.39
3700,2.29,2.41
3700,2.28,2.42
3700,2.26,2.44
3700,2.32,2.35
3700,2.36,2.34
3700,2.38,2.33
3700,2.40,2.31
3700,2.41,2.29
3700,2.42,2.28
3700,2.36,2.39
3700,2.33,2.39
3700,2.30,2.42
3700,2.27,2.43
3700,2.26,2.44
3700,2.32,2.46
3700,2.35,2.33
3700,2.38,2.33
3700,2.39,2.31
3700,2.41,2.29
3700,2.42,2.27
3700,2.36,2.36
3700,2.32,2.39
3700,2.30,2.41
3700,2.28,2.42
3700,2.26,2.44
3700,2.26,2.45
3700,2.32,2.34
3700,2.36,2.33
3700,2.39,2.32
3700,2.40,2.29
3700,2.42,2.28
3700,2.36,2.39
3700,2.33,2.39
3700,2.31,2.41
3700,2.28,2.43
3700,2.27,2.44
3700,2.26,2.45
3700,2.33,2.35
3700,2.36,2.33
3700,2.39,2.32
3700,2.40,2.30
3700,2.42,2.29
3700,2.36,2.37
3700,2.33,2.39
3700,2.30,2.40
3700,2.28,2.42
3700,2.27,2.44
3700,2.25,2.45
3700,2.32,2.34
3700,2.35,2.33
3700,2.38,2.31
3700,2.40,2.30
3700,2.41,2.28
3700,2.42,2.27
3700,2.36,2.39
3700,2.32,2.40
3700,2.29,2.42
3700,2.27,2.43
3700,2.26,2.45
3700,2.33,2.35
3700,2.36,2.33
3700,2.38,2.32
3700,2.41,2.31
3700,2.42,2.29
3700,2.43,2.28
3700,2.36,2.38
3700,2.32,2.40
3700,2.29,2.42
3700,2.28,2.43
3700,2.26,2.44
3700,2.32,2.34
3700,2.36,2.33
3700,2.38,2.32
3700,2.39,2.30
3700,2.41,2.28
3700,2.42,2.28
3700,2.36,2.38
3700,2.32,2.39
3700,2.30,2.41
3700,2.27,2.43
3700,2.26,2.43
3700,2.33,2.46
3700,2.35,2.34
3700,2.37,2.33
3700,2.39,2.31
3700,2.41,2.29
3700,2.42,2.28
3700,2.36,2.37
3700,2.33,2.40
3700,2.30,2.41
3700,2.28,2.42
3700,2.26,2.44
3700,2.25,2.45
3700,2.32,2.34
3700,2.36,2.33
3700,2.39,2.31
3700,2.40,2.29
3800,2.32,2.33
3800,2.29,2.44
3800,2.31,2.37
3800,2.37,2.31
3800,2.29,2.44
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.40
3800,2.31,2.40
3800,2.30,2.40
3800,2.30,2.41
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.40
3800,2.30,2.40
3800,2.31,2.40
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.41
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.40
3800,2.31,2.40
3800,2.31,2.40
3800,2.30,2.41
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.40
3800,2.30,2.39
3800,2.29,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.39
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.31,2.39
3800,2.31,2.40
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.39
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.39
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.39
3800,2.30,2.39
3800,2.30,2.39
3800,2.30,2.39
3800,2.30,2.39
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.40
3800,2.31,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.39
3800,2.30,2.39
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.39
3800,2.29,2.40
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.31,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.39
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.31,2.40
3800,2.31,2.39
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.40
3800,2.30,2.41
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.39
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.31,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.31,2.40
3800,2.31,2.39
3800,2.30,2.39
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.39
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.31,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.40
3800,2.31,2.40
3800,2.30,2.40
3800,2.31,2.40
3800,2.30,2.40
3800,2.30,2.39
3800,2.31,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.39
3800,2.31,2.39
3800,2.30,2.39
3800,2.30,2.39
3800,2.30,2.39
3800,2.30,2.39
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.39
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.39
3800,2.30,2.39
3800,2.30,2.40
3800,2.30,2.39
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
3800,2.30,2.40
